100 250
16 36 36775.487962
16 37 23947.553956
16 38 38369.793060
16 39 21536.961767
16 40 27676.719075
16 41 23130.122570
16 42 18706.766055
16 43 11698.570799
16 44 17557.543712
16 45 15581.030797
16 46 9667.083319
16 47 19177.107106
16 48 16088.028343
16 49 15850.773145
16 50 12671.496688
16 51 41269.592939
16 52 18498.195540
16 53 16367.991198
16 54 16579.848564
16 55 21423.867901
16 56 24341.763987
16 57 29387.708696
16 58 8022.065792
16 59 33819.971456
16 60 29799.196113
16 61 23965.473742
16 62 24789.734764
16 63 22650.162225
16 64 27125.709340
16 65 30558.661691
16 66 24743.021949
16 67 13526.134550
16 68 13714.999217
16 69 24010.373291
16 70 21596.356078
16 71 39370.495973
16 72 15370.849481
16 73 9931.999347
16 74 30873.142980
16 75 8269.598735
16 76 23504.896251
16 77 21888.467957
16 78 34521.094728
16 79 19173.881254
16 80 20045.679565
16 81 15641.082579
16 82 31732.349395
16 83 30670.552612
16 84 24966.422694
16 85 13721.481912
16 86 8147.247571
16 87 15392.086574
16 88 24488.558525
16 89 21069.387402
16 90 11200.470078
16 91 21952.149695
16 92 21371.524354
16 93 6208.301111
16 94 10792.522850
16 95 21382.448431
16 96 26680.932005
16 97 34455.531697
16 98 10783.796417
16 99 29950.353766
16 100 17510.526320
17 18 20149.409754
17 19 21811.176500
17 20 34093.497247
17 21 15981.165617
17 22 38510.369027
17 23 14266.010674
17 24 15420.550731
17 25 13313.550410
17 26 17239.320021
17 27 10874.110974
17 28 3765.330872
17 29 5062.384904
17 30 24104.085824
17 31 14770.269029
17 32 21210.593303
17 33 8944.229108
17 34 35192.493122
17 35 27527.572773
17 36 4891.154363
17 37 19949.757996
17 38 9405.954426
17 39 11386.057132
17 40 34731.265748
17 41 8794.948670
17 42 14675.495563
17 43 29180.485446
17 44 34430.168918
17 45 37419.640062
17 46 22238.258930
17 47 33154.172564
17 48 26836.165117
17 49 25000.098514
17 50 35111.907426
17 51 14108.025780
17 52 13562.202949
17 53 25379.735393
17 54 15722.870762
17 55 12999.668257
17 56 9436.004688
17 57 17995.481417
17 58 38284.278261
17 59 4355.250981
17 60 22557.739035
17 61 26981.212498
17 62 26664.527246
17 63 24265.461066
17 64 8180.365488
17 65 6881.312459
17 66 7571.367296
17 67 24416.773044
17 68 23463.211571
17 69 19718.200158
17 70 15378.701218
17 71 17257.601208
17 72 16662.166180
17 73 22002.809966
17 74 13214.782886
17 75 27054.648174
17 76 8448.500589
17 77 17224.715407
17 78 24771.852852
17 79 13460.776969
17 80 22245.780945
17 81 16568.701599
17 82 6009.366379
17 83 1581.617918
17 84 29269.300325
17 85 20523.189665
17 86 29546.744667
17 87 19966.515837
17 88 24032.262716
17 89 28104.517505
17 90 21221.516694
17 91 11281.549873
17 92 10733.703116
17 93 38093.097534
17 94 22317.657552
17 95 12382.279272
17 96 7214.708305
17 97 5182.660863
17 98 32335.667713
17 99 11430.910988
17 100 15039.005176
18 19 10859.304039
18 20 39110.235990
18 21 17910.523682
18 22 38770.659259
18 23 16353.914968
18 24 5523.244186
18 25 9168.241658
18 26 20895.964943
18 27 30110.943389
18 28 23559.670015
18 29 24366.165126
18 30 12043.674225
18 31 8829.011042
18 32 7302.758660
18 33 27090.152480
18 34 24662.720577
18 35 26677.275676
18 36 23416.346069
18 37 30497.192620
18 38 29551.929311
18 39 11843.649072
18 40 42873.556578
18 41 15399.092216
18 42 20451.567583
18 43 15106.615223
18 44 37013.807241
18 45 37549.719190
18 46 18555.706659
18 47 37156.001143
18 48 30841.470065
18 49 29172.164403
18 50 34503.014720
18 51 34199.170187
18 52 17177.728799
18 53 9375.662556
18 54 13227.187059
18 55 9389.542473
18 56 21006.056358
18 57 5421.862837
18 58 27087.779356
18 59 24352.882885
18 60 35863.091890
18 61 6961.268896
18 62 35983.820466
18 63 32994.995097
18 64 22849.842585
18 65 14027.233416
18 66 14454.492554
18 67 26955.000687
18 68 26150.908497
18 69 30355.398687
18 70 6371.968933
18 71 36362.001832
18 72 14508.510286
18 73 17348.001833
18 74 29637.225442
18 75 25537.014189
18 76 17013.500000
18 77 4335.122603
18 78 39776.054300
18 79 18943.601127
18 80 29739.331534
18 81 18152.669600
18 82 24675.216080
18 83 20187.310270
18 84 37874.257865
18 85 22659.240519
18 86 27862.467885
18 87 9766.921579
18 88 3897.865020
18 89 34845.824270
18 90 15160.778872
18 91 11388.445263
18 92 13958.839664
18 93 29519.440315
18 94 21681.674441
18 95 20919.412429
18 96 21345.601271
18 97 18589.304236
18 98 31627.973279
18 99 10117.988907
18 100 18873.354336
19 20 29427.425243
19 21 10860.521482
19 22 28117.627705
19 23 10486.779664
19 24 9106.113309
19 25 8836.928856
19 26 13361.723355
19 27 28966.937911
19 28 24073.797609
19 29 26836.174246
19 30 2295.165149
19 31 17515.780516
19 32 3624.175679
19 33 30480.521663
19 34 14860.482526
19 35 16297.240528
19 36 26371.135641
19 37 23811.920875
19 38 30231.016803
19 39 10427.657701
19 40 33978.894171
19 41 13598.284671
19 42 14231.127235
19 43 7376.495437
19 44 26817.720365
19 45 26904.572054
19 46 8406.240130
19 47 27297.117465
19 48 21439.344286
19 49 20011.113022
19 50 23831.067760
19 51 34202.229965
19 52 11653.490404
19 53 5389.140039
19 54 7102.101502
19 55 9118.058742
19 56 17678.595134
19 57 15534.915890
19 58 17690.736242
19 59 25015.501520
19 60 29822.502285
19 61 12216.885424
19 62 28041.978238
19 63 25128.463820
19 64 20354.754880
19 65 18386.472511
19 66 14266.012581
19 67 17512.407713
19 68 16876.231005
19 69 23737.227023
19 70 8183.667531
19 71 34420.157091
19 72 7286.078276
19 73 7120.442347
19 74 26342.160415
19 75 15095.402995
19 76 14773.744810
19 77 8092.279814
19 78 34303.175351
19 79 13362.836296
19 80 21794.611678
19 81 10762.348569
19 82 23971.428875
19 83 21051.753656
19 84 29477.224057
19 85 13852.320622
19 86 17254.000593
19 87 1922.008610
19 88 11590.579367
19 89 26005.225290
19 90 4994.406711
19 91 10547.544400
19 92 11483.967492
19 93 19215.578478
19 94 11984.183351
19 95 15979.833557
19 96 19229.454864
19 97 22849.650984
19 98 21024.270671
19 99 16737.843214
19 100 12380.696755
20 21 21841.327130
20 22 9196.374241
20 23 23833.610560
20 24 34659.529363
20 25 31356.509180
20 26 19019.425532
20 27 30609.864920
20 28 32640.729020
20 29 37486.925258
20 30 29729.767792
20 31 41887.041215
20 32 32809.339388
20 33 41192.063369
20 34 26716.396500
20 35 13607.364190
20 36 38189.913724
20 37 14947.633892
20 38 35326.185958
20 39 29652.920237
20 40 6569.793761
20 41 28227.113188
20 42 20702.648071
20 43 31668.600896
20 44 4533.517326
20 45 9099.161964
20 46 21021.202467
20 47 2384.642293
20 48 8315.494125
20 49 10108.984987
20 50 10194.562617
20 51 35702.132318
20 52 23534.999400
20 53 34266.833040
20 54 26149.161165
20 55 31318.523173
20 56 24741.593655
20 57 42077.640916
20 58 28489.752604
20 59 33226.212818
20 60 16897.255010
20 61 41631.562862
20 62 9458.564216
20 63 10457.746722
20 64 26082.651066
20 65 37085.978976
20 66 30374.523087
20 67 12155.818826
20 68 12982.947501
20 69 15179.186802
20 70 33472.891429
20 71 30845.270793
20 72 24729.464825
20 73 22307.041677
20 74 24584.825796
20 75 14841.823885
20 76 27287.080695
20 77 35007.218306
20 78 20198.062036
20 79 22369.943679
20 80 11850.830954
20 81 21434.745215
20 82 30156.528231
20 83 32512.018373
20 84 7316.581097
20 85 16562.142389
20 86 13629.375934
20 87 29741.210310
20 88 40844.329292
20 89 6144.840640
20 90 24458.945747
20 91 30270.927060
20 92 27961.505310
20 93 23998.473013
20 94 17532.167114
20 95 22167.310390
20 96 26880.601007
20 97 38806.859809
20 98 10899.896134
20 99 39141.953580
20 100 21511.542019
21 22 23764.299007
21 23 2097.522579
21 24 12978.257558
21 25 9534.054369
21 26 2988.564159
21 27 19749.173166
21 28 16714.239049
21 29 20794.411150
21 30 12535.970431
21 31 20091.260293
21 32 13062.995540
21 33 24809.617832
21 34 20185.939527
21 35 11900.712427
21 36 20858.118307
21 37 13107.755867
21 38 22235.887185
21 39 7902.648561
21 40 25032.526567
21 41 7606.538162
21 42 3419.260268
21 43 17098.133229
21 44 20638.829320
21 45 22583.735227
21 46 6605.255374
21 47 20171.463297
21 48 13557.371926
21 49 11732.491606
21 50 19919.523004
21 51 25416.395408
21 52 2426.022118
21 53 16203.185539
21 54 4714.384801
21 55 9483.185082
21 56 8275.528848
21 57 20294.854021
21 58 23291.174727
21 59 17632.330672
21 60 19012.299730
21 61 22047.840795
21 62 18101.291738
21 63 15112.471581
21 64 11114.625126
21 65 16307.011657
21 66 9623.553404
21 67 10007.101694
21 68 9061.701126
21 69 13010.871942
21 70 11833.947484
21 71 24461.981563
21 72 3720.401473
21 73 6807.182360
21 74 16053.345237
21 75 11249.791125
21 76 7539.396144
21 77 13610.833169
21 78 23448.852150
21 79 3097.270060
21 80 11833.370262
21 81 590.705436
21 82 15596.474725
21 83 14648.979877
21 84 19965.878531
21 85 5466.592148
21 86 13819.504023
21 87 10039.149737
21 88 20411.412939
21 89 17049.752218
21 90 7148.931918
21 91 8513.390637
21 92 6528.189395
21 93 22379.488507
21 94 6417.206553
21 95 5650.339131
21 96 10523.034999
21 97 19322.431817
21 98 16994.927984
21 99 17529.451414
21 100 1613.466249
22 23 25857.808608
22 24 35266.920053
22 25 32543.461393
22 26 21585.053850
22 27 37241.478505
22 28 37850.359059
22 29 42603.359290
22 30 27697.810555
22 31 43353.357891
22 32 31733.608797
22 33 46532.420085
22 34 20896.614623
22 35 12273.447062
22 36 43069.234830
22 37 21704.632729
22 38 41576.374004
22 39 31523.555872
22 40 15479.171932
22 41 31167.940895
22 42 23951.336523
22 43 28154.139835
22 44 5256.010845
22 45 1223.564725
22 46 20309.167312
22 47 7774.530007
22 48 12017.713247
22 49 13691.977265
22 50 4288.834575
22 51 42730.805432
22 52 25980.084795
22 53 32064.442259
22 54 27084.497936
22 55 32595.742279
22 56 29148.949729
22 57 42682.595807
22 58 21893.896429
22 59 38580.500514
22 60 25145.452626
22 61 39747.327496
22 62 17798.037532
22 63 17736.284599
22 64 31143.403109
22 65 40039.656230
22 66 33280.789395
22 67 14129.021933
22 68 15098.087771
22 69 21905.023298
22 70 34061.758225
22 71 38543.388159
22 72 25569.540740
22 73 21459.038189
22 74 31333.630734
22 75 13313.549897
22 76 30652.056593
22 77 35140.196332
22 78 28935.679203
22 79 25393.449816
22 80 17629.851721
22 81 23222.416759
22 82 35683.521178
22 83 36974.450026
22 84 16158.718191
22 85 18399.146959
22 86 10908.594070
22 87 29004.703940
22 88 39655.586490
22 89 13611.383532
22 90 23622.825094
22 91 32109.511102
22 92 30292.366788
22 93 16944.138717
22 94 17793.483551
22 95 26128.309950
22 96 31555.358875
22 97 42657.535112
22 98 7152.536392
22 99 41129.898725
22 100 24066.550091
23 24 11220.196568
23 25 7654.317713
23 26 4832.110744
23 27 19002.854087
23 28 15328.536503
23 29 19181.378599
23 30 12416.938694
23 31 18060.462620
23 32 12162.958522
23 33 23169.969025
23 34 21319.267588
23 35 13941.869635
23 36 19157.072849
23 37 14240.898813
23 38 21083.816158
23 39 5839.503071
23 40 26812.724602
23 41 5663.370802
23 42 4154.467347
23 43 17257.159069
23 44 22721.118037
23 45 24675.358996
23 46 7993.010425
23 47 22209.048516
23 48 15578.465959
23 49 13734.030655
23 50 21995.178866
23 51 24538.240625
23 52 1172.420183
23 53 15653.128359
23 54 3570.389175
23 55 7570.862353
23 56 7462.569381
23 57 18417.141158
23 58 24433.418703
23 59 16265.797064
23 60 19915.304648
23 61 20946.677479
23 62 19656.992016
23 63 16672.922769
23 64 10279.701468
23 65 14234.885474
23 66 7603.424573
23 67 12086.500804
23 68 11134.660160
23 69 14116.685884
23 70 10121.747269
23 71 24098.638512
23 72 3271.822743
23 73 7897.541256
23 74 15884.646303
23 75 13243.764741
23 76 5846.065548
23 77 12021.318835
23 78 24183.030754
23 79 2918.799319
23 80 13468.964672
23 81 2637.991845
23 82 14489.613976
23 83 13013.280542
23 84 21645.440876
23 85 7555.770848
23 86 15828.547537
23 87 9336.981523
23 88 19093.827858
23 89 18886.903257
23 90 7661.126403
23 91 6454.625451
23 92 4438.540801
23 93 23868.043240
23 94 8397.218346
23 95 5495.221416
23 96 9439.905484
23 97 17365.850405
23 98 19062.419082
23 99 15447.866831
23 100 2527.863010
24 25 3705.588417
24 26 15951.091438
24 27 24868.708339
24 28 18581.187695
24 29 20028.461869
24 30 11093.419256
24 31 8522.020818
24 32 6723.194131
24 33 23180.298332
24 34 23959.623665
24 35 23000.050568
24 36 19251.105550
24 37 25158.730610
24 38 24715.751159
24 39 6329.656600
24 40 38001.010134
24 41 9884.179974
24 42 15204.292457
24 43 15545.495363
24 44 32967.365675
24 45 34045.007343
24 46 15015.038670
24 47 32841.783048
24 48 26344.187556
24 49 24585.354495
24 50 31084.484953
24 51 29239.011186
24 52 11924.609107
24 53 10600.009147
24 54 8512.475738
24 55 3898.478917
24 56 15482.971799
24 57 7470.166005
24 58 26746.197390
24 59 19429.035788
24 60 30407.523968
24 61 11756.295130
24 62 30858.342911
24 63 27879.930893
24 64 17367.059405
24 65 10214.657529
24 66 9065.139168
24 67 22564.603365
24 68 21692.805392
24 69 25007.498932
24 70 1208.700158
24 71 31038.040897
24 72 9961.670652
24 73 13967.668821
24 74 24140.641909
24 75 21960.965651
24 76 11496.931885
24 77 1811.365379
24 78 34269.925122
24 79 13629.560721
24 80 24689.161207
24 81 13306.610813
24 82 19446.480117
24 83 15221.361986
24 84 32864.975927
24 85 18097.396163
24 86 24450.593089
24 87 7337.344020
24 88 9061.226726
24 89 30028.003597
24 90 11961.263207
24 91 5865.411658
24 92 8452.936684
24 93 28267.874686
24 94 17629.832150
24 95 15473.718073
24 96 15878.169620
24 97 14904.750429
24 98 28135.190228
24 99 7708.195525
24 100 13743.990468
25 26 12458.954895
25 27 21881.217562
25 28 16047.375378
25 29 18235.182739
25 30 11106.130741
25 31 10811.791529
25 32 7907.265657
25 33 21748.627592
25 34 23328.958795
25 35 20292.463326
25 36 17667.005049
25 37 21459.082351
25 38 22262.578604
25 39 2728.721773
25 40 34465.970011
25 41 6442.115400
25 42 11543.901218
25 43 16070.759674
25 44 29914.797577
25 45 31329.854501
25 46 12636.847074
25 47 29626.244637
25 48 23052.817169
25 49 21250.195870
25 50 28451.152679
25 51 26590.902599
25 52 8275.404271
25 53 12078.290799
25 54 5459.219537
25 55 316.516657
25 56 11919.371455
25 57 10768.935856
25 58 26288.664657
25 59 16950.996991
25 60 26710.469331
25 61 14926.593322
25 62 27220.707123
25 63 24250.133040
25 64 13981.501792
25 65 9608.813484
25 66 6114.685719
25 67 19371.807271
25 68 18464.017508
25 69 21306.316705
25 70 2823.703824
25 71 27895.685104
25 72 6974.100261
25 73 11777.637373
25 74 20688.259736
25 75 19344.039085
25 76 8022.120808
25 77 4973.704319
25 78 30610.374492
25 79 9945.904849
25 80 21094.341435
25 81 9922.090886
25 82 16533.466678
25 83 12795.392597
25 84 29274.016634
25 85 14841.229500
25 86 21905.487271
25 87 6918.835449
25 88 12483.641626
25 89 26536.611029
25 90 10074.141984
25 91 2393.559264
25 92 4804.404448
25 93 27154.959192
25 94 14757.347643
25 95 11771.753353
25 96 12546.580329
25 97 14013.830004
25 98 25483.439904
25 99 8838.554742
25 100 10154.223789
26 27 19285.244304
26 28 17341.580348
26 29 21769.512875
26 30 14801.271089
26 31 22867.839169
26 32 15850.283122
26 33 25793.656164
26 34 20749.230197
26 35 10303.799850
26 36 22011.136278
26 37 10451.807543
26 38 22365.772312
26 39 10633.538112
26 40 22051.352491
26 41 9606.939890
26 42 2654.368095
26 43 19013.252390
26 44 18103.711712
26 45 20439.701693
26 46 7346.368881
26 47 17448.783064
26 48 10804.268226
26 49 8939.864685
26 50 17958.505516
26 51 25068.646954
26 52 4555.215291
26 53 18749.681046
26 54 7682.928679
26 55 12389.351100
26 56 8435.430601
26 57 23227.890234
26 58 23795.091359
26 59 18206.052353
26 60 16502.931817
26 61 24892.228785
26 62 15142.098383
26 63 12156.295457
26 64 11077.808950
26 65 18531.578799
26 66 11743.356541
26 67 7522.841807
26 68 6548.397741
26 69 10381.464067
26 70 14814.408652
26 71 23378.685938
26 72 6562.075331
26 73 8022.718951
26 74 14856.240561
26 75 9924.717436
26 76 9086.854646
26 77 16599.158647
26 78 21068.484185
26 79 3829.027519
26 80 8859.287844
26 81 2779.069035
26 82 15789.157905
26 83 15780.485549
26 84 16978.699088
26 85 3285.042380
26 86 12343.996001
26 87 12760.439397
26 88 23344.840311
26 89 14084.093618
26 90 9052.978686
26 91 11251.598247
26 92 8998.603079
26 93 22246.078560
26 94 5515.511340
26 95 5312.307975
26 96 10897.049418
26 97 21102.298762
26 98 15126.075246
26 99 20165.635169
26 100 2541.280640
27 28 7112.162678
27 29 10009.191749
27 30 31114.888399
27 31 25612.158733
27 32 29472.091946
27 33 12266.119743
27 34 39870.523006
27 35 28670.338512
27 36 11310.631415
27 37 15736.189702
27 38 5002.568437
27 39 19306.325752
27 40 29225.689905
27 41 15632.600503
27 42 16819.846648
27 43 36120.010167
27 44 32357.781429
27 45 36355.090173
27 46 26260.017392
27 47 30423.781317
27 48 25290.583766
27 49 23807.773918
27 50 34765.267282
27 51 5803.802085
27 52 17882.540652
27 53 33529.103296
27 54 21935.649328
27 55 21576.105088
27 56 11550.707352
27 57 28661.350401
27 58 42957.357461
27 59 6689.197895
27 60 15283.057504
27 61 36620.545281
27 62 21592.497743
27 63 20158.494607
27 64 8723.413301
27 65 17724.537323
27 66 15842.635118
27 67 24399.150960
27 68 23634.748848
27 69 15514.307358
27 70 24481.054031
27 71 6401.276950
27 72 22206.977636
27 73 26556.273457
27 74 6025.268694
27 75 28667.092837
27 76 14258.794039
27 77 26565.541080
27 78 15800.441310
27 79 16652.705895
27 80 19613.108756
27 81 20209.023414
27 82 5435.732405
27 83 10218.237993
27 84 24218.547215
27 85 22035.647524
27 86 30717.722028
27 87 27401.239429
27 88 33880.608585
27 89 24516.344995
27 90 26650.804422
27 91 19504.616356
27 92 17673.617174
27 93 41514.363027
27 94 24761.594076
27 95 14190.261112
27 96 9737.786172
27 97 15369.371509
27 98 32469.088929
27 99 22224.380376
27 100 18226.479112
28 29 4846.310091
28 30 26335.814718
28 31 18528.832541
28 32 23920.731367
28 33 8683.419812
28 34 36632.489565
28 35 27573.978453
28 36 5649.996729
28 37 17979.365721
28 38 6217.508930
28 39 13768.155674
28 40 32629.374227
28 41 10516.881394
28 42 14688.046969
28 43 31432.060270
28 44 33453.588428
28 45 36819.542855
28 46 23258.603848
28 47 31940.675677
28 48 25924.269209
28 49 24170.766367
28 50 34736.485893
28 51 10662.162806
28 52 14411.718674
28 53 28079.683083
28 54 17471.414088
28 55 15731.259004
28 56 8940.125383
28 57 21689.806892
28 58 39745.516455
28 59 949.908317
28 60 19756.546730
28 61 30284.466389
28 62 24595.084961
28 63 22451.680551
28 64 6709.707209
28 65 10637.474734
28 66 9966.915350
28 67 23984.979483
28 68 23075.700149
28 69 17742.498836
28 70 18385.492888
28 71 13492.271024
28 72 18155.201855
28 73 23225.957327
28 74 10077.433273
28 75 27263.132725
28 76 9615.962644
28 77 20354.427787
28 78 21535.754228
28 79 13826.686174
28 80 20858.008158
28 81 17273.761793
28 82 2749.117170
28 83 3374.223207
28 84 27247.822179
28 85 20542.441308
28 86 29636.004786
28 87 22318.864880
28 88 27409.745472
28 89 26533.972143
28 90 22776.487031
28 91 13804.723366
28 92 12621.446302
28 93 39092.885506
28 94 22735.701632
28 95 12094.994208
28 96 6460.923204
28 97 8472.333877
28 98 32094.984359
28 99 15170.106399
28 100 15491.978184
29 30 29130.862938
29 31 17796.884445
29 32 26088.195928
29 33 4027.807490
29 34 40233.262526
29 35 32065.503885
29 36 1368.920698
29 37 22794.620939
29 38 6353.781445
29 39 16423.070742
29 40 37383.750269
29 41 13821.120734
29 42 19138.530242
29 43 34195.765188
29 44 38265.400217
29 45 41556.477626
29 46 27173.592005
29 47 36778.565865
29 48 30717.471164
29 49 28944.770815
29 50 39404.759767
29 51 11055.818602
29 52 18401.860776
29 53 30244.386351
29 54 20777.697620
29 55 17925.322699
29 56 13521.658896
29 57 21461.987881
29 58 43329.079791
29 59 4329.396190
29 60 24227.248648
29 61 31301.757949
29 62 29373.647304
29 63 27280.245412
29 64 11509.086612
29 65 10399.540873
29 66 12626.802086
29 67 28651.997068
29 68 27725.605873
29 69 22557.541726
29 70 20119.732994
29 71 15766.251152
29 72 21688.518569
29 73 26989.933566
29 74 14428.880600
29 75 31677.647530
29 76 13335.345612
29 77 21839.304953
29 78 25550.379348
29 79 18096.182623
29 80 25700.967339
29 81 21374.602753
29 82 7432.859651
29 83 6168.210491
29 84 32032.416547
29 85 25024.230063
29 86 34112.519489
29 87 24976.732624
29 88 28262.456526
29 89 31378.369187
29 90 26265.045527
29 91 16291.001663
29 92 15789.199421
29 93 43046.716148
29 94 27028.137286
29 95 16645.537533
29 96 11068.870941
29 97 6400.362047
29 98 36712.576699
29 99 14817.154083
29 100 19728.401167
30 31 19336.994857
30 32 4821.857973
30 33 32774.084393
30 34 12937.959011
30 35 16298.919841
30 36 28665.521342
30 37 25220.106540
30 38 32479.251496
30 39 12719.142951
30 40 34604.056829
30 41 15841.849385
30 42 15950.549493
30 43 5097.188059
30 44 26827.569525
30 45 26502.130167
30 46 8922.055556
30 47 27520.547684
30 48 21978.863786
30 49 20688.510260
30 50 23415.545785
30 51 36404.861102
30 52 13589.346586
30 53 4537.632506
30 54 9185.280751
30 55 11391.861877
30 56 19740.920067
30 57 17048.201292
30 58 15660.505521
30 59 27279.276044
30 60 31302.590453
30 61 12093.655258
30 62 29054.986589
30 63 26200.346060
30 64 22460.489049
30 65 20616.811883
30 66 16554.485292
30 67 18107.876388
30 68 17569.591481
30 69 25162.211263
30 70 10262.833389
30 71 36471.321383
30 72 9154.408130
30 73 7675.054143
30 74 28301.030634
30 75 15064.280952
30 76 16975.311095
30 77 9884.530784
30 78 35859.257682
30 79 15228.036518
30 80 22893.213145
30 81 12358.111457
30 82 26177.491531
30 83 23334.093908
30 84 30325.416257
30 85 14844.215763
30 86 16995.371952
30 87 4190.630324
30 88 12062.404822
30 89 26727.024427
30 90 5870.409992
30 91 12842.688667
30 92 13727.896970
30 93 17548.655820
30 94 12615.159682
30 95 17872.930800
30 96 21380.083396
30 97 25110.600184
30 98 20721.871367
30 99 18788.073659
30 100 14111.330203
31 32 14624.471789
31 33 19714.831707
31 34 32274.741839
31 35 31095.266524
31 36 16608.041363
31 37 30532.968004
31 38 23771.523701
31 39 12234.390097
31 40 44482.961696
31 41 14288.186370
31 42 21417.479434
31 43 23301.142698
31 44 40665.180367
31 45 42138.826031
31 46 23307.336503
31 47 40261.976987
31 48 33637.999421
31 49 31793.844085
31 50 39247.005760
31 51 28575.100072
31 52 18379.394247
31 53 17776.835104
31 54 16270.715085
31 55 10772.331724
31 56 19510.952074
31 57 4013.199320
31 58 34955.219245
31 59 19102.533228
31 60 34906.905413
31 61 15299.973929
31 62 36844.066219
31 63 33965.389590
31 64 20325.545277
31 65 7891.441394
31 66 12387.032280
31 67 30068.322426
31 68 29137.856763
31 69 30342.584777
31 70 9632.759727
31 71 32010.202523
31 72 17785.398885
31 73 22338.180878
31 74 26864.269005
31 75 30127.149512
31 76 15679.092731
31 77 9456.016205
31 78 38084.354943
31 79 19725.559611
31 80 31033.425392
31 81 20543.404934
31 82 20435.272423
31 83 15445.794328
31 84 39119.404882
31 85 25518.978229
31 86 32671.826259
31 87 15823.973238
31 88 12194.523280
31 89 36745.855888
31 90 20412.128888
31 91 11616.260515
31 92 14019.100115
31 93 36728.985896
31 94 25569.129547
31 95 20750.565188
31 96 18795.706004
31 97 11446.779994
31 98 36280.909358
31 99 3456.652254
31 100 20393.044325
32 33 29490.269584
32 34 17704.404377
32 35 19845.907665
32 36 25454.322664
32 37 26170.228411
32 38 30138.172042
32 39 10218.038097
32 40 37135.503948
32 41 13839.593195
32 42 16226.979822
32 43 8835.481631
32 44 30336.703805
32 45 30519.213998
32 46 11837.788701
32 47 30725.126397
32 48 24708.878023
32 49 23193.058590
32 50 27448.380100
32 51 34388.343277
32 52 13255.009949
32 53 4171.089293
32 54 8593.686373
32 55 8223.171397
32 56 18692.461059
32 57 12226.379972
32 58 20334.164436
32 59 24833.726617
32 60 32018.120841
32 61 9077.721493
32 62 30867.095115
32 63 27908.373996
32 64 21150.751068
32 65 16785.038392
32 66 13955.431318
32 67 20772.529181
32 68 20073.939917
32 69 26071.085347
32 70 6165.132820
32 71 35264.900440
32 72 9343.064638
32 73 10566.697588
32 74 27547.257371
32 75 18657.680135
32 76 15254.198503
32 77 5254.006170
32 78 36341.943835
32 79 15071.833793
32 80 24572.754790
32 81 13104.850813
32 82 24232.297509
32 83 20696.463149
32 84 32459.739163
32 85 16845.701944
32 86 20857.903984
32 87 3145.357511
32 88 8055.609786
32 89 29115.161788
32 90 8375.743443
32 91 10121.815838
32 92 11819.358166
32 93 22370.513323
32 94 15286.476461
32 95 17539.350657
32 96 19855.393405
32 97 21428.914629
32 98 24630.017469
32 99 14385.846453
32 100 14416.781462
33 34 44123.460192
33 35 36086.520116
33 36 4122.475846
33 37 26370.040091
33 38 7537.803476
33 39 20133.964983
33 40 40773.038278
33 41 17738.970486
33 42 23159.596425
33 43 37801.788642
33 44 42124.040706
33 45 45498.082096
33 46 31157.381380
33 47 40570.108324
33 48 34605.198530
33 49 32854.185751
33 50 43384.507764
33 51 11329.643648
33 52 22410.772579
33 53 33609.378878
33 54 24640.275805
33 55 21446.700316
33 56 17514.774582
33 57 23603.316008
33 58 47210.162736
33 59 7994.995040
33 60 27256.215639
33 61 34050.510062
33 62 32836.243439
33 63 30884.230723
33 64 15393.050445
33 65 13106.666577
33 66 16409.563996
33 67 32629.976945
33 68 31709.981339
33 69 26133.299559
33 70 23405.646194
33 71 17076.696707
33 72 25604.779385
33 73 30943.873508
33 74 17493.710410
33 75 35704.374033
33 76 17327.277505
33 77 24974.858959
33 78 28066.140151
33 79 22123.884069
33 80 29474.523152
33 81 25391.247522
33 82 11036.272139
33 83 10165.405913
33 84 35500.958881
33 85 29044.593245
33 86 38135.425127
33 87 28594.119960
33 88 30951.667349
33 89 35059.888011
33 90 30152.951040
33 91 19948.199483
33 92 19655.191477
33 93 47023.809469
33 94 31055.083922
33 95 20649.970464
33 96 15049.306159
33 97 8506.662080
33 98 40710.009347
33 99 17138.911526
33 100 23755.022454
34 35 14538.527768
34 36 40018.052503
34 37 29165.500623
34 38 42375.348787
34 39 24205.910862
34 40 32953.993503
34 41 26412.977656
34 42 23073.123787
34 43 9916.619421
34 44 22541.091680
34 45 19952.609707
34 46 13613.376139
34 47 24340.057728
34 48 21512.936879
34 49 21255.744716
34 50 17287.106525
34 51 45583.480392
34 52 22302.937710
34 53 15533.014357
34 54 19488.056248
34 55 23568.852459
34 56 28461.201850
34 57 29874.351791
34 58 3114.169797
34 59 37574.067594
34 60 35097.003458
34 61 22514.160554
34 62 30212.844527
34 63 28043.760246
34 64 31297.356754
34 65 32921.558741
34 66 27754.295120
34 67 18884.500762
34 68 19012.795677
34 69 29215.182488
34 70 23039.755289
34 71 44113.559090
34 72 18552.472514
34 73 13438.549837
34 74 35589.499130
34 75 13660.504752
34 76 27046.875680
34 77 22820.575056
34 78 39831.968220
34 79 23271.636514
34 80 25369.169518
34 81 19692.555898
34 82 35749.569720
34 83 34114.198650
34 84 30379.580875
34 85 18622.911957
34 86 13524.464949
34 87 16701.801003
34 88 23713.371895
34 89 26485.461506
34 90 13971.183863
34 91 24518.143834
34 92 24468.558053
34 93 5326.402491
